Time	R_GnRH_a	R_GnRH_i	GnRH_R_i	GnRH	LH_bld	AF3	FSH_bld	AF4	InhB	LH_Pit	Lut1	Lut3	OvF	P4	R_FSH_des	R_Foll	AF1	R_LH_des	Sc1	InhA_delay	FSH_pit	E2	PrF	GnRH_R_a	InhA	Lut4	FSH_R	R_LH	AF2	Sc2	Lut2	R_FSH	LH_R	freq	mass
65	0.0089566	0.00102084	0.000125205	0.0321504	5.58389	2.36877	7.27236	0.00093607	113.253	296806	1.70919E-08	2.79824E-05	7.09931E-15	0.233278	2.22756	1.48139	2.4273	1.31314	3.63768E-13	25.4118	46290.9	50.6926	0.328933	0.000137721	0.513957	0.000301845	0.98207	7.56514	43.4613	6.6927E-10	8.48449E-07	5.29037	0.493723	15.4174	0.00117252
66	0.00895766	0.00101963	0.000123884	0.0318091	5.53308	3.12223	6.65765	0.00119792	119.056	300958	7.01072E-09	1.55001E-05	1.06443E-13	0.21412	2.10652	1.69635	2.47809	1.3034	1.07331E-13	22.9085	42912.4	58.6824	0.428166	0.000136275	0.558198	0.000184834	0.9287	7.57852	45.6966	2.56891E-10	4.04144E-07	5.46478	0.490085	15.5063	0.00115784
67	0.00895612	0.00101907	0.000123511	0.0317309	5.57867	3.96301	6.13644	0.00155998	124.31	305154	2.86934E-09	8.56084E-06	2.20632E-12	0.202278	1.99726	1.90971	2.52427	1.31156	3.16683E-14	21.0741	39799.3	67.9655	0.572175	0.000135914	0.62613	0.000112613	0.880608	7.56712	47.7202	9.85915E-11	1.92059E-07	5.62213	0.493318	15.5581	0.00117952
68	0.00894791	0.00102016	0.000125498	0.0322961	5.86748	4.9198	5.74174	0.00227398	128.832	309308	1.17182E-09	4.71589E-06	8.15504E-11	0.195004	1.90998	2.12096	2.5596	1.36476	9.3438E-15	19.9033	36904.6	80.3845	0.797147	0.000138202	0.732211	6.82983E-05	0.842297	7.49356	49.4608	3.78342E-11	9.10764E-08	5.74772	0.51368	15.589	0.00125544
69	0.00892478	0.00102483	0.000132673	0.0342931	6.82722	6.10308	5.53903	0.00452923	131.972	313234	4.77414E-10	2.59127E-06	1.37129E-08	0.190558	1.86281	2.33018	2.58206	1.53438	2.75691E-15	19.51	34152.3	102.323	1.24599	0.000146353	0.932029	4.12439E-05	0.821919	7.25904	50.666	1.45176E-11	4.30944E-08	5.81527	0.578587	15.6138	0.00147444
70	0.00883607	0.0010444	0.000162548	0.0429902	13.4278	7.74534	6.04276	0.0386883	128.045	316528	1.93667E-10	1.41874E-06	0.00121993	0.187851	1.96723	2.53961	2.58719	2.44119	7.80268E-15	20.7106	31313.8	194.01	3.71902	0.000181502	1.74744	2.47811E-05	0.871333	5.99645	49.0984	5.57036E-12	2.03165E-08	5.66143	0.934357	19.0759	0.00271048
71	0.00826978	0.00118791	0.000359719	0.099355	118.641	0.100331	9.12238	0.0141549	134.654	295635	0.0451719	0.00272229	0.00011871	0.206134	2.55497	2.75615	2.39115	5.69201	0.213977	33.2974	26086.3	123.797	0.136286	0.000393123	5.4427	0.000358157	1.12383	1.54163	1.756	0.16694	0.0138844	4.8212	2.13836	15.5907	0.00174759
72	0.00854325	0.00111361	0.000257353	0.0685011	56.2172	0.0496407	6.20896	0.00353402	121.182	266900	0.112827	0.0313782	5.93613E-10	1.15535	2.01887	2.74094	2.44172	4.82466	0.0631346	51.891	22591.2	64.5537	0.0726487	0.000280065	7.59489	0.00906998	0.88759	2.74219	0.73824	0.152163	0.0721639	5.59354	1.80516	8.30322	0.00116745
73	0.00879906	0.00104524	0.000163613	0.0421427	10.5107	0.172987	4.86426	0.000486376	72.343	258785	0.112191	0.0727654	4.41782E-15	4.07746	1.70543	0.951024	2.54114	2.1519	0.018628	77.6693	25821.6	97.1491	0.204826	0.000177489	10.2061	0.0312445	0.75086	6.42543	2.28074	0.0843725	0.110784	6.04371	0.794677	1.27571	0.00141564
74	0.00898237	0.000996941	9.75261E-05	0.0245844	3.25259	0.207306	4.02542	1.54172E-05	43.3414	258400	0.0797165	0.104728	2.31831E-18	8.41315	1.48552	0.35207	2.56418	0.838432	0.00549625	106.235	31568.4	133.341	0.209842	0.000105703	11.4246	0.0614222	0.653975	8.22034	4.44892	0.0400381	0.113479	6.36051	0.313228	0.32114	0.00187824
75	0.00909691	0.000967603	5.71339E-05	0.0142179	2.69171	0.224475	3.39713	7.62745E-06	30.7421	258556	0.047718	0.115365	2.93311E-19	12.6354	1.304	0.177913	2.50978	0.703619	0.00162168	131.81	34289.5	170.02	0.209922	6.19113E-05	11.4083	0.0886217	0.574404	8.40395	6.34536	0.0176227	0.092814	6.6216	0.264431	0.153123	0.00239027
76	0.00916647	0.000950655	3.34806E-05	0.00827037	2.65506	0.24055	3.06917	7.55491E-06	27.0576	258768	0.0258506	0.106848	1.69152E-19	15.3312	1.20262	0.115129	2.4124	0.694553	0.000478482	150.728	34781.2	192.929	0.209953	3.62879E-05	10.4595	0.104232	0.530174	8.41628	7.99719	0.00742818	0.0659575	6.76721	0.261163	0.11808	0.00269652
77	0.0092089	0.000941166	1.98974E-05	0.00489545	2.65495	0.256583	2.9079	8.05046E-06	27.5057	259013	0.0131292	0.0878578	1.28132E-19	16.011	1.15118	0.0883306	2.31623	0.694495	0.000141178	161.287	34450	196.435	0.209976	2.15784E-05	8.94679	0.106246	0.50771	8.41635	9.49024	0.00304661	0.0426698	6.84111	0.261151	0.111147	0.00274162
78	0.00923558	0.000936002	1.21518E-05	0.00298429	2.6568	0.273016	2.81556	8.6161E-06	29.6891	259208	0.00637559	0.0663376	1.09195E-19	14.9936	1.12131	0.0754434	2.23725	0.694932	4.1655E-05	163.561	33904.4	183.129	0.209996	1.31917E-05	7.23983	0.097573	0.494632	8.41575	10.88	0.00122687	0.0258336	6.88406	0.261314	0.11586	0.00256778
79	0.00925312	0.000933336	7.78326E-06	0.00191152	2.65773	0.290075	2.76177	9.19734E-06	32.535	259296	0.00299601	0.0470153	9.90674E-20	12.9411	1.10367	0.0685281	2.17667	0.695153	1.22905E-05	158.884	33460.6	159.52	0.210015	8.46477E-06	5.61428	0.0828423	0.486931	8.41545	12.1994	0.000487799	0.0148956	6.9094	0.261396	0.141671	0.00224476
80	0.0092651	0.00093217	5.45241E-06	0.00134214	2.65852	0.30797	2.74986	9.79355E-06	35.6143	259374	0.0013732	0.0317479	9.40946E-20	10.4945	1.09947	0.0651853	2.13498	0.695336	3.62635E-06	149.169	33389.6	132.183	0.210034	5.94993E-06	4.22276	0.0661936	0.485196	8.4152	13.4751	0.000192188	0.00827586	6.91533	0.261466	0.207758	0.00186222
81	0.00927343	0.000931968	4.44253E-06	0.00109856	2.66132	0.327042	2.80249	1.04298E-05	38.8028	259645	0.000617247	0.0206436	9.47777E-20	8.10913	1.116	0.065609	2.11745	0.695981	1.06997E-06	136.367	34035.9	105.874	0.210053	4.87305E-06	3.1168	0.0504143	0.492681	8.41431	14.7393	7.52197E-05	0.00446692	6.89132	0.261713	0.343096	0.00151672
82	0.00927887	0.0009325	4.45261E-06	0.00110786	2.66769	0.347905	2.95885	1.11447E-05	42.1402	260258	0.000273159	0.0130261	1.03961E-19	6.03519	1.1652	0.071539	2.13541	0.697458	3.15698E-07	122.134	35879.9	83.2273	0.210075	4.91541E-06	2.28459	0.0369437	0.514675	8.41227	16.0398	2.92961E-05	0.00235623	6.82013	0.262273	0.608538	0.00127865
83	0.00928095	0.000933849	5.629E-06	0.00140981	2.6788	0.371605	3.26771	1.20006E-05	45.7814	261326	0.00011936	0.00802273	1.25959E-19	4.36456	1.25995	0.0852833	2.20226	0.700042	9.3148E-08	107.714	39468.8	65.2106	0.210103	6.25419E-06	1.684	0.026233	0.556846	8.40871	17.4494	1.13684E-05	0.00122001	6.68321	0.263252	1.12449	0.00116943
84	0.00927733	0.000936558	8.76413E-06	0.00220737	2.69568	0.399674	3.76121	1.3105E-05	49.9667	262945	5.16108E-05	0.00484446	1.62713E-19	3.09114	1.40427	0.106576	2.31765	0.703969	2.74837E-08	93.9396	45063.5	51.7585	0.210139	9.78574E-06	1.26455	0.0181487	0.620862	8.40329	19.066	4.39945E-06	0.000622173	6.47487	0.264736	2.09547	0.0011684
85	0.00926308	0.00094179	1.55385E-05	0.00392852	2.7191	0.433935	4.42212	1.45949E-05	54.9387	265185	2.21207E-05	0.00287803	2.10177E-19	2.16045	1.58462	0.130946	2.44829	0.709421	8.10916E-09	81.3025	52066	42.2929	0.21019	1.73872E-05	0.979198	0.0122854	0.700625	8.39578	20.985	1.69901E-06	0.000313336	6.21476	0.266795	3.77237	0.00123402
86	0.00923165	0.000951111	2.81759E-05	0.00714153	2.75052	0.47627	5.19717	1.66226E-05	60.8128	268068	9.41057E-06	0.00168683	2.77751E-19	1.50238	1.77886	0.163351	2.54256	0.716714	2.39264E-09	70.0379	58662	36.0572	0.210261	3.1502E-05	0.789178	0.0081651	0.786379	8.38574	23.2512	6.55107E-07	0.000156159	5.93476	0.26955	6.23186	0.00132231
87	0.00918004	0.000965193	4.75926E-05	0.0120936	2.8048	0.529249	6.07762	1.96805E-05	67.5352	271558	3.97789E-06	0.000977552	4.45534E-19	1.0493	1.97926	0.239933	2.57155	0.729151	7.05957E-10	60.2064	62568.8	32.3143	0.210373	5.30567E-05	0.664865	0.0053426	0.874876	8.36856	25.8439	2.52294E-07	7.71456E-05	5.64587	0.274285	9.06722	0.00139913
88	0.00911506	0.000982262	7.12464E-05	0.0181638	2.97216	0.598083	7.08204	2.69624E-05	74.9669	275550	1.67209E-06	0.000561133	9.6702E-19	0.744092	2.18557	0.388429	2.53689	0.766936	2.08295E-10	51.7595	63183.1	30.514	0.210607	7.914E-05	0.584768	0.00344924	0.965869	8.31632	28.7095	9.70744E-08	3.78281E-05	5.34856	0.288743	11.5566	0.00144407
89	0.009051	0.000998671	9.40289E-05	0.024057	3.45494	0.694461	8.0058	5.28127E-05	82.8748	279843	6.99265E-07	0.000319469	3.18928E-18	0.542181	2.35796	0.581694	2.46361	0.874122	6.14583E-11	44.5875	61439.9	30.4636	0.211275	0.0001041	0.533955	0.00220104	1.04148	8.16836	31.7579	3.7325E-08	1.84283E-05	5.10056	0.329516	13.2875	0.00144541
90	0.00900064	0.0010112	0.000111476	0.0285995	4.2906	0.851034	8.512	0.000137649	90.8822	284162	2.90997E-07	0.00018057	1.48437E-17	0.410608	2.44682	0.791327	2.39608	1.05271	1.81335E-11	38.5533	58331.4	32.2871	0.21395	0.000123087	0.502804	0.00139007	1.08	7.9224	34.8437	1.43437E-08	8.92447E-06	4.97318	0.396883	14.323	0.00139977
91	0.00896967	0.00101848	0.00012171	0.0312682	5.10782	1.13602	8.47558	0.000332558	98.5651	288331	1.20542E-07	0.000101415	7.28492E-17	0.325988	2.44205	1.00599	2.36621	1.2189	5.35034E-12	33.5177	54593.1	36.1865	0.224503	0.000134124	0.486995	0.000869878	1.07727	7.69406	37.8035	5.50993E-09	4.29908E-06	4.98068	0.459044	14.9004	0.00132001
92	0.00895639	0.00102106	0.0001255	0.0322471	5.53149	1.6036	8.02892	0.000612907	105.638	292383	4.97408E-08	5.66557E-05	4.44911E-16	0.272204	2.36586	1.22201	2.37779	1.30233	1.57863E-12	29.3609	50730.1	42.0778	0.25446	0.000138128	0.487661	0.00054004	1.04326	7.57973	40.528	2.11589E-09	2.0618E-06	5.09088	0.489932	15.217	0.00123637
93	0.00895401	0.00102076	0.00012538	0.032206	5.59475	2.23134	7.40292	0.000887132	112.083	296443	2.04629E-08	3.15146E-05	4.321E-15	0.238374	2.25224	1.43802	2.41748	1.31514	4.65779E-13	25.9947	47027	49.2193	0.313498	0.000137919	0.507658	0.000333	0.992969	7.56236	43.0104	8.12337E-10	9.85371E-07	5.25479	0.494495	15.3926	0.00117944
94	0.00895507	0.00101955	0.000124061	0.0318625	5.54294	2.96792	6.77617	0.00114539	117.987	300579	8.39737E-09	1.7468E-05	6.13248E-14	0.217282	2.13049	1.65323	2.46789	1.30533	1.37429E-13	23.3538	43590.9	57.0692	0.405747	0.000136464	0.547867	0.000204136	0.939263	7.57588	45.2847	3.11816E-10	4.69607E-07	5.43025	0.490794	15.4921	0.00115799
95	0.00895434	0.0010188	0.000123408	0.0317077	5.56068	3.7918	6.2338	0.00147742	123.355	304770	3.43838E-09	9.6532E-06	1.18981E-12	0.204228	2.01815	1.86696	2.51564	1.30827	4.05489E-14	21.3893	40425.7	66.0277	0.539654	0.000135788	0.610665	0.000124496	0.889801	7.57169	47.3525	1.19674E-10	2.23271E-07	5.59204	0.49204	15.5497	0.00117212
96	0.0089478	0.00101948	0.000124815	0.0321147	5.78709	4.72255	5.81189	0.0020893	128.044	308939	1.40484E-09	5.32037E-06	3.81108E-11	0.196198	1.9258	2.07867	2.55339	1.35004	1.19641E-14	20.0851	37490	77.6161	0.744133	0.000137425	0.70741	7.5573E-05	0.849231	7.5139	49.1578	4.59253E-11	1.05923E-07	5.72497	0.508052	15.5839	0.00123472
97	0.00892874	0.0010232	0.000130587	0.0337217	6.54372	5.84718	5.56158	0.00380637	131.556	312931	5.72654E-10	2.92495E-06	4.15698E-09	0.191287	1.8683	2.28826	2.57844	1.4855	3.53003E-15	19.5197	34714.6	96.6619	1.12497	0.000143983	0.879995	4.56767E-05	0.824215	7.32665	50.5074	1.76225E-11	5.01429E-08	5.80749	0.559846	15.6077	0.0014103
98	0.00886681	0.00103692	0.000151234	0.0395797	10.3022	7.46116	5.77838	0.0184584	130.73	316288	2.32615E-10	1.60308E-06	6.9369E-05	0.188295	1.91344	2.49729	2.58862	2.06176	1.04155E-15	20.2194	31947.2	156.412	2.57526	0.000167761	1.41683	2.74792E-05	0.845761	6.52732	50.1639	6.76172E-12	2.36659E-08	5.7408	0.782919	16.1143	0.0022013
99	0.00825121	0.0011888	0.000366507	0.102673	124.891	0.222407	9.65703	0.0325502	118.58	303423	0.0273714	0.000805392	0.00118804	0.189511	2.63335	2.71263	2.42325	5.73693	0.269382	30.1108	27117.8	211.358	0.303981	0.000405137	5.38226	8.58282E-05	1.16049	1.47785	3.89663	0.139467	0.00593286	4.70616	2.15722	21.8727	0.00292749
100	0.00849005	0.00112707	0.000276169	0.0740316	69.0415	0.0428999	6.65285	0.00382958	130.549	270932	0.10567	0.0242331	5.94082E-09	0.829599	2.11222	2.87748	2.41753	5.09778	0.0794819	47.8477	22905.3	59.6324	0.0608028	0.000300778	7.02694	0.00635748	0.928366	2.36406	0.677575	0.164441	0.061394	5.45941	1.91016	10.8259	0.00115835
