Time	Hares	Lynxes
0.0	15.0	8.0
0.10050251256281408	15.327001765773947	7.7133580535461626
0.20100502512562815	15.703949092595712	7.456751169206071
0.30150753768844224	16.129258233181623	7.230517358050724
0.4020100502512563	16.601243592717253	7.034905375474445
0.5025125628140704	17.118015308017966	6.870147700217492
0.6030150753768845	17.677363520114877	6.736525087806406
0.7035175879396985	18.276632784994334	6.634420550889425
0.8040201005025126	18.912581821538097	6.564366640647395
0.9045226130653267	19.58123170060879	6.527084257201354
1.0050251256281408	20.27770197784752	6.523512335182112
1.105527638190955	20.996039986010135	6.554827724488945
1.206030150753769	21.729047271236222	6.622451222123022
1.306532663316583	22.46811370638811	6.728035601794789
1.407035175879397	23.20307337118592	6.8734290905583375
1.5075376884422111	23.92210257966603	7.060605715068498
1.6080402010050252	24.611687195660597	7.291552037447056
1.7085427135678393	25.256693494642285	7.568098534836817
1.8090452261306533	25.840582573506897	7.891684131885402
1.9095477386934674	26.345810462800788	8.263045481080772
2.0100502512562817	26.75445105987862	8.681830069565667
2.1105527638190957	27.049063625195004	9.14614539761716
2.21105527638191	27.213796177056317	9.65207676700806
2.311557788944724	27.23566932976864	10.193231759217165
2.412060301507538	27.105929881059215	10.760394063421858
2.512562814070352	26.821304100852753	11.341389753837632
2.613065326633166	26.384939560616022	11.921268701628815
2.71356783919598	25.806827719932333	12.48287251957568
2.814070351758794	25.103549741002457	13.007800521823096
2.9145728643216082	24.297302465549123	13.477698299097625
3.0150753768844223	23.41430016593302	13.8757070783204
3.1155778894472363	22.482782208528757	14.18785475497113
3.2160804020100504	21.53093123139387	14.40416738277172
3.3165829145728645	20.58501153513876	14.519329794888
3.4170854271356785	19.667959072226463	14.532822776940005
3.5175879396984926	18.79853756328758	14.448567579706221
3.6180904522613067	17.991053866264643	14.274193228593548
3.7185929648241207	17.255534693523355	14.020083180602315
3.819095477386935	16.598220870888237	13.698360590166562
3.919597989949749	16.022232122021965	13.32193942444798
4.020100502512563	15.528278635459525	12.903725621347748
4.120603015075377	15.115332741770276	12.4560070818079
4.2211055276381915	14.78121049470551	11.990036035855756
4.3216080402010055	14.523042180776786	11.515784195424402
4.42211055276382	14.337630927953217	11.041838546623383
